,구분,기업명,대표자,설립년도,업종,업태,시설원예,한우,낙농,육우,양돈,양계,오리,사슴,양봉,곤충,말,제조(도매),제조(소매),"수입(제조, 도매)",수입(소매),국내(도매),국내(소매),정보통신공사 전문,우편번호,도로명 주소,지번주소,상세 주소,대표번호,FAX번호,E-MAIL,홈페이지,ICT 제품,일번 제품,총 원,관리직,연구기술직,영업직,AS가능인원
556,"시설원예, 축산",주식회사 클로버,이학재,20141104,"통신장비및부품,CCTV",도소매,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,16072,경기도 의왕시 오전공업길 19,경기도 의왕시 오전동 174 대현테크노월드,611호,07078366260,07078366263,clovertech2013@gmail.com,http://www.clovertech.co.kr/,CCTV,CCTV,9,3,4,2,2
557,"시설원예, 축산",주)주일테크,염호,20150604,농업용기계,제조업,O,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,32711,충청남도 금산군 추부면 추풍로 344,충청남도 금산군 추부면 자부리 131 유원의료기,주일테크,0417534875,0417534410,juil2010@hanmail.net,,농축산용 냉난방기,,,1,3,3,2
558,시설원예,미푸코그린 주식회사,나영욱,20120201,"도소매업, 건설업, 도소매업","시설원예자재, 유리온실, 무역",O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,12930,경기도 하남시 조정대로 150,경기도 하남시 덕풍동 762 아이테코,740호,0317900007,0316295007,jsr@mifko.co.kr,,"환경제어, 양액기 등","알루미늄스크린, 동력개폐기 등",8,4,3,1,4
559,시설원예,대영지에스주식회사,배두직,19930420,제조/건설업/도소매,제조/건설업/도소매,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,42205,대구광역시 수성구 지범로 78,대구광역시 수성구 지산동 1161-76,대영지에스(주),15885362,0537815700,min0105@dygs.co.kr,http://www.dygs.co.kr,복합환경제어기(연동)/양액기/포그시스템,,,6,15,5,4
560,시설원예,(주)유샘인스트루먼,한 종 필,20020710,환경측정기기,제조,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,16432,경기도 수원시 팔달구 수성로 92,경기도 수원시 팔달구 화서동 436-3 농민회관,농민회관 별관2층,0312924222,0312924226,"bada59kr@gmail,com",www.usem.kr,센서 모니터링 및 관개제어 시스템 및 병충해예찰 장치,"스마트팜 시설재배, 노지재배 관련 제품",5,1,3,1,2
561,시설원예,(주)한진,정연자,20130311,금속창호온실공사,건설업 제조업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,52900,경상남도 고성군 영오면 월아산로136번길 23,경상남도 고성군 영오면 오서리 1611-52,(주)한진,0557583906,0557593906,hanjinjsk@hanmail.net,,"환경제어기, 유동팬, 구동기노드",,3,1,1,1,1
562,시설원예,(유) 태웅건설,김동희,20120710,"금속구조물창호공사업, 농업용자재, 소프트웨어개발및공급업","건설업, 제조업, 도소매, 서비스",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,54573,전라북도 익산시 금마면 지아골1길 94,전라북도 익산시 금마면 서고도리 562-14,,0638348893,0638538893,jaram2017@daum.net,,환경제어복합기,환경제어복합기,1,1,0,0,1
563,"시설원예, 축산",주식회사 대흥금속,이상복,19990715,제조업,열교환기 외,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,31544,충청남도 아산시 신창면 학성로 82,충청남도 아산시 신창면 궁화리 166-21,대흥금속,0415316060,0415316063,dhm5001@dhmt.co.kr,www.dhmt.co.kr,"축사용냉방기, 축사용히트펌프",,14,9,3,2,2
564,시설원예,스마트팜센터,조만호,20180620,농업관련스마트팜 설치 및 제조업,"제조업, 건설업, 도매,소매업, 서비스업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,14058,경기도 안양시 동안구 벌말로 66,경기도 안양시 동안구 관양동 922 평촌역 하이필드,하이필드 A-1506호,01028911015,03180849607,alisa-k@hanmail.net,www.smartfarmcenter.co.kr,"스마트팜 설치, 스마트팜 컨설팅, 스마트팜 아카데미, 도시농업",,5,2,1,2,2
565,"시설원예, 축산",(주)프리에너지,김대현,20160504,제조업,전기제어장치제조 외,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,63309,제주특별자치도 제주시 516로 2870,제주특별자치도 제주시 영평동 2235 제주국제대학교,9203호(제주국제대학교 창업보육센터),0647521333,0647561334,fe4785@daum.net,,"CCTV, 환경제어기,관수장비","환풍기, 급수기 외",2,1,0,1,2
566,"시설원예, 축산",제일에이텍,최승주,20180101,"농자재가공,철구조물,하우스자재,건축자재,비료도매,그외 기타상품전문 도소매","제조업,건설업,도매 및 소매업",O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,28190,충청북도 청주시 상당구 남일면 단재로 808,충청북도 청주시 상당구 남일면 고은리 211,제일에이텍,0432561080,0432561098,jeilagro_co@hanmail.net ,http://jeilatec.com/,"복합제어기,센서류 ",,,2,3,4,4
567,시설원예,(주)미농테크,김용국,20140411,제조 도소매 온실자동화서비스업외,농업용기자재외,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,61027,광주광역시 북구 지산마을길 40,광주광역시 북구 지야동 806-33,미농테크,0618828114,0624432113,mnt5673@hanmail.net,minong.modoo.at,"융복합 환경제어기, 양액제어기, 기타 센서류등","관비기, 무인방제기, 온풍기, 자동개폐기, 환풍기, 각종 c/box",6,2,3,1,3
568,"시설원예, 축산",(주)그랜드,(주)그랜드,20010608,스마트팜 설계 제조 등,제조업,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,26311,강원도 원주시 태장공단길 59,강원도 원주시 태장동 1720-4 (주)그랜드,(주)그랜드,0337340482,0337348889,kkd@grand.re.kr,grand.re.kr,GSMARTFARM 복합환경제어기,,20,4,12,4,5
569,"시설원예, 축산",(주)이루,최봉준,20140319,"금속및창호공사,인테리어설계및시공,비닐하우스설계및시공,농자재및 잡화","건설업,도매 및 소매업",O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,28712,충청북도 청주시 상당구 영운로 21,충청북도 청주시 상당구 영운동 174-3,202호,01094639901,0432217726,irucc@irucon.com,,복합제어기 및 센서류 ,,,2,2,1,2
570,시설원예,(주)모모스,임준모,20140204,"제조업(통신장비), 서비스업(소프트웨어자문개발공급)","제조업,서비스업",O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,36848,경상북도 예천군 호명면 호명로 557-9,경상북도 예천군 호명면 오천리 285-1,103호,0546525400,0546525402,rimmomo@gmail.com,,"스마트 팜 시스템, 원격 개폐기, 원격 관수 제어기, 3상 보온커튼 원격제어기","모바일 앱 개발, 소프트웨어 개발",3,1,2,0,3
571,시설원예,주식회사 케이에프농업개발,박철수,20170314,제조업,농기자재온실양액제어시스템,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,51395,경상남도 창원시 의창구 창원대로18번길 22,경상남도 창원시 의창구 팔용동 210-1 경남테크노파크,시험생산동 108호,0552554491,0552674491,kf0314@daum.net,https://blog.naver.com/kf0314,"양액제어 시스템, 복합환경제어 시스템, 식물공장용 양액제어 시스템",,3,1,1,1,2
572,시설원예,친화테크,정우형,20101001,건설업,하우스시설물설치,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,62465,광주광역시 광산구 진곡산단2번로 47-13,광주광역시 광산구 오선동 615,라동 친화테크,07086725657,0629462412,nave7008@naver.com,,환경센서,,,1,1,1,3
573,"시설원예, 축산",주식회사 포넷,조대홍,20110101,정보통신공사외,건설업외,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,58209,전라남도 나주시 노안면 노안로 455-41,전라남도 나주시 노안면 장동리 593,(장동리593),0613374646,0613376611,bestponet@naver.com,,"NVR, IR Bulet Camera","안내 및 교통전광판, 구내방송장치, 기상장비",3,1,1,1,1
574,시설원예,(주)선진환경산업,변금희,20001030,온실설계시공업 금속구조물창호공사업 농업용 기계및장비 ,도매및서비스업 엔지니어링서비스업,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,24206,강원도 춘천시 신북읍 신샘밭로 356,강원도 춘천시 신북읍 율문리 274-3,(주)선진환경산업,0332434722,0332434724,sunjin4722@hanmail.net,,제닉스시스템(ICT), 최첨단온실설계시공및 최첨단 양액관수설비,7,2,1,4,2
575,시설원예,그린팜온실,윤명애,20170206,"금속구조및창호공사업,온실시공","건설업,도소매",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,38004,경상북도 경주시 강동면 인동새들길 5,경상북도 경주시 강동면 인동리 36-21,2층,0547622740,0547622741,myeongae76@naver.com,,스마트팜온실전문,,4,1,2,1,2
576,시설원예,주식회사 엔엔케이,김민조,20121015,"전자회로,자동화기계,음식물쓰레기처리기,전자상걱래,연구개발용역,프로그램설계",제조,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,18624,경기도 화성시 향남읍 토성로 352,경기도 화성시 향남읍 요리 23,(주)엔엔케이,01087620250,0313538567,thiskmj@hanyang.ac.kr,https://nnkground.modoo.at,"일체형 하우스 환경제어기, 스마트폰 원격제어기","릴레이보드, 자동 울와인더, 자동 볼와인더",3,1,1,1,1
577,"시설원예, 축산",(주)맨유바이오,윤광근,20190131,"동물환경관리,축산기자재유통,사료및원료유통,무역업","연구서비스,도소매,서비스업",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,06621,서울특별시 서초구 강남대로 369,서울특별시 서초구 서초동 1328-3 에이플러스에셋타워,12층 1555호,01052352433,025678040,piggymal@naver.com,,농축산용 냉방기/농축산용 제습기,"축산기자재, 사료 및 원료, 동물환경관리 등",1,0,0,1,1
578,시설원예,(주)에프에이멘,송태환,20040730,"제조업,도소매,서비스","산업처리공정제어설비, 자동화 설비설계,산업용PC및S/W개발",O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,06776,서울특별시 서초구 언남11길 16-13,서울특별시 서초구 양재동 270-9,비젼빌 1층(양재동),0220583303,0220583301,grace@fa-men.co.kr,www.fa-men.co.kr,개발중,시설원예용 센서 일체형  Co2제어기,15,3,8,4,5
579,시설원예,아페스,김진성,20171129,"제조,도소매산업용송퐁기.농림업용기계및장비도매업외",제조.도소매 서비스,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,27826,충청북도 진천군 진천읍 문진로 1167,충청북도 진천군 진천읍 사석리 469-1,2층,0435379900,0435379901,ycan@affes.co.kr,www.affes.co.kr,아페스 팜토리,히트펌프,4,1,1,2,2
580,시설원예,(주)케이엔지플러스,송명식,20070417,"건설,도소매.제조","금속구조물, 창호공사, 온실설치공사,건설자재,무역",O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,17015,경기도 용인시 기흥구 동백중앙로16번길 16-4,경기도 용인시 기흥구 중동 1033 에이스 동백 타워,1-1703,03180811540,03180811570,kgplus1@naver.com,http://www.kgplus.kr/,복합환경제어,,4,1,2,1,10
581,"시설원예, 축산",지엔에스코리아,지인규,20080527,"전기,정보통신기기(써지보호기), 전자상거래,SW개발","제조, 도소매",O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,10594,경기도 고양시 덕양구 통일로 140,경기도 고양시 덕양구 동산동 376 삼송테크노밸리,B동 B160호,0222610700,0226866599,manstar@gns-korea.com,www.gnsspd.com,모든 ICT 제품의 전원인프라를 보호하여 안정적으로 운용하게 하는 장치(SPD)  ,전원용 써지보호기(SPD)  및 통신용 써지보호기(SPD),2,1,0,1,1
582,"시설원예, 축산",(주)엠알티,선기주,20110126,"도소매, 제조업, 건설업, 서비스",제조업,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,61089,광주광역시 북구 첨단연신로 12,광주광역시 북구 연제동 1065-1 (주)엠알티,1층,0626749916,0626749917,mrt@mrt.co.kr,,일사량센서,,17,7,8,2,3
583,"시설원예, 축산",신화ENC,권은주,20150907,"통신, 전기네트웍장비설치, cctv,방송장비","건설업,도매,서비스업",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,38807,경상북도 영천시 화산면 유성길 6-2,경상북도 영천시 화산면 유성리 573-3,1층,0532855506,0532865506,kej0924@daum.net,,CCTV장비,,,3,0,0,3
584,시설원예,유한회사 제이엠하이텍,민선업,20150223,건설업외,금속구조물창호 온실공사업외,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,54812,전라북도 전주시 덕진구 신미산길 6,전라북도 전주시 덕진구 전미동2가 74-3,(전미동2가),0632546264,0632546265,jmhi2015@naver.com,,양액공급제어,,5,1,2,2,2
585,"시설원예, 축산",주식회사 드림스테이션,김정희,20200605,전자상거래,도소매,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,13201,경기도 성남시 중원구 갈마치로 314,경기도 성남시 중원구 상대원동 143-2 성남 센트럴비즈타워 1,115호,15665030,05040245031,dreamstation_kr@naver.com,,CCTV,,3,1,1,1,3
586,"시설원예, 축산",경인이엔지(주),이형오,20061113,냉동기계,제조,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,10839,경기도 파주시 파주읍 정문로588번길 97,경기도 파주시 파주읍 부곡리 404-6,경인이엔지(주),0319542301,0319542309,kieng2301@hanmail.net,,냉방기,,16,4,10,2,8
587,"시설원예, 축산",(주)텔팜,김면식,20170508,"제조업, 서비스업","원격제어기, 컴퓨터응용 소프트웨어",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,04352,서울특별시 용산구 한강대로88길 11-4,서울특별시 용산구 남영동 10-1 금강빌딩,금강빌딩 505호,027972988,027942988,mskim1357@gmail.com,http://www.telfarm.co.kr,원격제어기 TF-1001,센서 외,4,1,2,1,1
588,"시설원예, 축산",케어시스템,오 종경,20111115,제조업,축산기자재,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,21644,인천광역시 남동구 청능대로389번길 47,인천광역시 남동구 고잔동 645-6,,15881229,05055531114,info@caresystem.kr,www.caresystem.kr,사료빈관리기. 음수관리기. 환경관리기. 환경제어기.  자동급수기. 안개분무기. 휀,,2,1,1,0,2
589,"시설원예, 축산",다다산업,임동윤,20190701,제조업,제어설비,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,57249,전라남도 장성군 남면 녹진길 23,전라남도 장성군 남면 녹진리 310-1,다다산업,18336380,0613948404,3366@hanmail.net,,ICT 제어기기,,1,1,0,0,1
590,"시설원예, 축산",(주)파머스올농업회사법인,송영삼,20170829,제조업 외,"농업용기자재(IT,IOT,ICT)",O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,38869,경상북도 영천시 청통면 한티길 8-26,경상북도 영천시 청통면 죽정리 652-52,죽정리,0538573443,0538511188,farmers0325@gmail.com,www.farmersall.com,"자동음수투약기, 자동관수,관비기, 자동음수관리기",,3,0,2,1,2
591,"시설원예, 축산",지명,임태혁,20110110,제조업,산업용냉장및냉동장비,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,33613,충청남도 서천군 종천면 종천공단길 37-14,충청남도 서천군 종천면 석촌리 416-78,지명,0419525198,0419525199,jimyung3330@naver.com,,원격제어시스템,"유니트쿨러,콘덴싱유니트 ",18,3,14,1,3
592,"시설원예, 축산",신한,김점덕,20020810,제조업,농업용관리기계,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,57249,전라남도 장성군 남면 녹진길 23,전라남도 장성군 남면 녹진리 310-1,신한,18336380,05020040404,3366@hanmail.net,,ICT 제어기기,,2,1,1,0,1
593,"시설원예, 축산",문터스코리아(주),이주행,20020306,"제습기, 가습기, 애프터서비스 및 기타","수입도소매, 서비스",O,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,06125,서울특별시 강남구 논현로105길 8,서울특별시 강남구 역삼동 606-16 비젼빌딩,비전빌딩 3층,027618702,027618777,hkjeon@munters.kr,www.munters.co.kr,"악취제거기, 컨트롤러","팬,인렛, 쿨링패드",20,13,0,7,2
594,"시설원예, 축산",(주)에이케어,이영호,20090507,"기계설비공사,항온항습 외","건설업,도소매",O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,15886,경기도 군포시 대야2로 35,경기도 군포시 대야미동 642-7 천봉프라자,116호,07076852279,0316242279,sacare@naver.com,www.acareeng.com,ICT컨트롤러 (주)길소프트 - '스마트팜 사업협력 계약'체결,"히트펌프냉난방기, 폐열교환환기장치, 온습도co2컨트롤러",5,2,1,2,1
595,시설원예,대운건설주식회사,최호진,20130401,"금속구조물창호공사, 온실용농자재","건설업, 도소매",O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,52607,경상남도 진주시 대곡면 대화로 54,경상남도 진주시 대곡면 와룡리 55-12,,0557466675,0557466676,joobae1@nate.com,,"스마트팜 환경제어기, 양액기",,4,2,1,1,1
596,시설원예,주식회사 하나로수경,송호범,20110706,"양액공급기.스마트팜환경제어시스템, 양액재배시설.스마트팜자동화시설, 양액비료.농자재외","제조업, 건설업, 도소매",O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,57309,전라남도 담양군 담양읍 에코산단1로 33,전라남도 담양군 담양읍 삼만리 1216,,0613817565,0613837564,8285call@daum.net,제작중,"온실복합환경제어시스템, 양액공급기","양액비료, 양액재배관련자재",4,1,1,2,4
597,"시설원예, 축산",주식회사 신우이엔지,하민호,20030320,기계설비 정보통신 소방시설,제조업,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,57326,전라남도 담양군 대전면 갈전길 22,전라남도 담양군 대전면 월본리 799-1,신우이엔지,0613801500,0613831085,h1624@chol.com,www.sinwooeng.co.kr,자동제어,"항온항습기, 제습기, 열교환기, 냉동기, 공기조화기. 대형냉장고, 청정실",13,4,5,4,8
598,"시설원예, 축산",(주)디엔디전자,서순기,19940601,제조업,액체여과기외,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,14056,경기도 안양시 동안구 학의로 268,경기도 안양시 동안구 관양동 799 메가밸리,207호,15777544,0314244036,dndele@dndele.com,www.naoclean.com,살균수제조장치,살균수제조장치,10,4,3,3,3
599,"시설원예, 축산",(주) 비엔씨하이텍,조미선,20080701,제조업 ,농업용기계,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,X,11415,경기도 양주시 광적면 그루고개로143번길 104,경기도 양주시 광적면 가납리 324,(주)비엔씨하이텍,0318296738,0318368579,bnc21cc@naver.com,www.bnc21.com,안개분무시스템(ICT),"안개분무,동력분무기,대인소독기,차량소독기,고압세척기 외",,5,9,2,6
